,Sales_in_thousands,four_year_resale_value,Price_in_thousands,Engine_size,Horsepower,Wheelbase,Width,Length,Curb_weight,Fuel_capacity,Fuel_efficiency,Power_perf_factor,Manufacturer_Audi,Manufacturer_BMW,Manufacturer_Buick,Manufacturer_Cadillac,Manufacturer_Chevrolet,Manufacturer_Chrysler,Manufacturer_Dodge,Manufacturer_Ford,Manufacturer_Honda,Manufacturer_Hyundai,Manufacturer_Infiniti,Manufacturer_Jaguar,Manufacturer_Jeep,Manufacturer_Lexus,Manufacturer_Lincoln,Manufacturer_Mercedes-B,Manufacturer_Mercury,Manufacturer_Mitsubishi,Manufacturer_Nissan,Manufacturer_Oldsmobile,Manufacturer_Plymouth,Manufacturer_Pontiac,Manufacturer_Porsche,Manufacturer_Saab,Manufacturer_Saturn,Manufacturer_Subaru,Manufacturer_Toyota,Manufacturer_Volkswagen,Manufacturer_Volvo,Vehicle_type_Passenger,ln_sales_in_thousands
Manufacturer_Honda,0.21250644765469895,-0.045697728031323236,-0.09182086068243982,-0.09850105628633155,-0.08613274725695173,0.0030354539551729473,-0.03820215118608035,-0.0438650530440697,-0.015363277606504607,-0.0414818963950077,0.0567427059222952,-0.08938045879016923,-0.02531415734049213,-0.02531415734049213,-0.029325639294907453,-0.032894736842105386,-0.04472533531206544,-0.03918019549846883,-0.04978323597351074,-0.04978323597351074,1.0,-0.025314157340492145,-0.01452114656994407,-0.014521146569944073,-0.025314157340492142,-0.03615350102147962,-0.02531415734049214,-0.0447253353120654,-0.03615350102147964,-0.03918019549846883,-0.039180195498468885,-0.036153501021479684,-0.02932563929490768,-0.036153501021479705,-0.025314157340492135,-0.0206021410857582,-0.03289473684210529,-0.020602141085758214,-0.0447253353120653,-0.03615350102147977,-0.03615350102147979,-0.13991166262660187,0.15572773463974518
Manufacturer_Hyundai,-0.012959877691977338,-0.14826233084130538,-0.15016056908583458,-0.152308906511353,-0.1520996280824086,-0.12304287685238212,-0.12324308169350605,-0.12811442911414447,-0.16576643570844302,-0.12557279142856279,0.1380470187587923,-0.15511688390063022,-0.01948051948051963,-0.019480519480519626,-0.022567556955543362,-0.025314157340492117,-0.03441839892595487,-0.030151134457776622,-0.03831070831790985,-0.03831070831790984,-0.025314157340492145,1.0,-0.011174753906691938,-0.011174753906691938,-0.019480519480519588,-0.02782194056332852,-0.019480519480519584,-0.03441839892595501,-0.027821940563328533,-0.030151134457776566,-0.030151134457776535,-0.027821940563328557,-0.022567556955543272,-0.027821940563328557,-0.019480519480519563,-0.01585438556627548,-0.025314157340492166,-0.01585438556627547,-0.034418398925955156,-0.02782194056332857,-0.027821940563328575,0.08297804542942092,0.0513591408373083
Manufacturer_Infiniti,-0.03813368109799047,0.013677841100544798,0.012279263990981537,-0.0041068933243770585,0.06358499371135055,0.00937150745508331,-0.023043545853860054,0.03910340645731871,-0.004831748260698241,0.01164269276294695,0.0250486621439758,0.05284470731786028,-0.011174753906691965,-0.011174753906691965,-0.012945593956343537,-0.014521146569944075,-0.0197436797434746,-0.017295817388759096,-0.021976453855442942,-0.021976453855442942,-0.01452114656994407,-0.011174753906691938,1.0,-0.0064102564102563675,-0.011174753906691932,-0.01595970473542595,-0.011174753906691924,-0.019743679743474605,-0.015959704735425937,-0.017295817388759065,-0.017295817388759033,-0.015959704735425916,-0.012945593956343633,-0.01595970473542591,-0.011174753906691861,-0.009094667994973358,-0.01452114656994418,-0.009094667994973356,-0.019743679743474605,-0.015959704735425892,-0.015959704735425885,0.0475993075163797,-0.008833981125622281
Manufacturer_Jaguar,-0.04960786830708535,2.2732828243764298e-17,0.0889292836713663,-0.0041068933243770585,0.08341832457045185,0.07666268793434544,0.010230572589002897,0.024363745766643536,0.03521360845955506,0.009533215328545381,-0.05616173722807208,0.08587274834830003,-0.011174753906691965,-0.011174753906691964,-0.01294559395634354,-0.014521146569944075,-0.0197436797434746,-0.01729581738875909,-0.021976453855442942,-0.021976453855442942,-0.014521146569944073,-0.011174753906691938,-0.0064102564102563675,1.0,-0.011174753906691932,-0.01595970473542595,-0.011174753906691924,-0.019743679743474605,-0.015959704735425937,-0.017295817388759065,-0.017295817388759033,-0.015959704735425916,-0.012945593956343633,-0.01595970473542591,-0.011174753906691861,-0.009094667994973358,-0.01452114656994418,-0.009094667994973356,-0.019743679743474605,-0.015959704735425892,-0.015959704735425885,0.0475993075163797,-0.03606596755960523
Manufacturer_Jeep,0.11303782363006598,-0.03807464620751506,-0.06349958610285905,0.0643428356787953,-0.045184065942588926,-0.13628711751505335,-0.07055475864034645,-0.20728740859423234,-0.0013967170830933564,0.0693278730226026,-0.1804876671452355,-0.049060778853780344,-0.019480519480519626,-0.019480519480519626,-0.022567556955543352,-0.025314157340492114,-0.03441839892595488,-0.030151134457776615,-0.03831070831790984,-0.038310708317909836,-0.025314157340492142,-0.019480519480519588,-0.011174753906691932,-0.011174753906691932,1.0,-0.027821940563328516,-0.019480519480519584,-0.03441839892595501,-0.027821940563328526,-0.03015113445777656,-0.03015113445777652,-0.02782194056332855,-0.02256755695554327,-0.02782194056332855,-0.019480519480519556,-0.015854385566275477,-0.025314157340492166,-0.01585438556627547,-0.03441839892595515,-0.027821940563328568,-0.027821940563328568,-0.23476715292226413,0.1314227759342548
Manufacturer_Lexus,-0.11540212738881894,0.15417789445194754,0.23936872916963164,0.1157217447795024,0.22984515273844905,0.03729368857051439,0.05111309142166991,0.035429199596649606,0.19507102598972156,0.1357775470173391,-0.14825127097007834,0.2366562429286121,-0.02782194056332857,-0.02782194056332857,-0.03223082571820159,-0.03615350102147958,-0.04915611465907921,-0.04306163763446072,-0.054715083487674725,-0.05471508348767472,-0.03615350102147962,-0.02782194056332852,-0.01595970473542595,-0.01595970473542595,-0.027821940563328516,1.0,-0.027821940563328502,-0.04915611465907937,-0.0397350993377482,-0.04306163763446062,-0.04306163763446057,-0.03973509933774823,-0.032230825718201496,-0.03973509933774824,-0.02782194056332847,-0.02264312167517439,-0.036153501021479656,-0.02264312167517437,-0.04915611465907958,-0.039735099337748256,-0.039735099337748256,-0.0327584912155018,-0.1296080682669392
Manufacturer_Lincoln,-0.05475669837606328,0.02955527385503605,0.14390444519682644,0.25978225107584857,0.20747708836792986,0.1475180395421903,0.24143193015936004,0.23768365052115048,0.24512764027787223,0.185777955556318,-0.15689250522641862,0.19881772495644184,-0.019480519480519622,-0.019480519480519622,-0.022567556955543324,-0.02531415734049211,-0.03441839892595489,-0.030151134457776615,-0.038310708317909836,-0.038310708317909836,-0.02531415734049214,-0.019480519480519584,-0.011174753906691924,-0.011174753906691924,-0.019480519480519584,-0.027821940563328502,1.0,-0.03441839892595501,-0.02782194056332852,-0.030151134457776542,-0.030151134457776504,-0.027821940563328543,-0.022567556955543265,-0.02782194056332855,-0.019480519480519556,-0.015854385566275473,-0.025314157340492163,-0.015854385566275466,-0.03441839892595515,-0.027821940563328557,-0.02782194056332856,-0.02293702068780735,-0.00989393964407239
Manufacturer_Mercedes-B,-0.16330645987300785,0.2926125710170964,0.4310947019231798,0.09403016143877008,0.22038187048078053,-0.03539296605619395,-0.07748141314003681,-0.13934047425592738,0.11851428831359682,0.0632923643252202,-0.020122224014298657,0.27766289699049546,-0.03441839892595497,-0.034418398925954975,-0.03987261114144498,-0.04472533531206533,-0.060810810810810995,-0.053271360390343185,-0.06768778642378213,-0.06768778642378212,-0.0447253353120654,-0.03441839892595501,-0.019743679743474605,-0.019743679743474605,-0.03441839892595501,-0.04915611465907937,-0.03441839892595501,1.0,-0.04915611465907939,-0.05327136039034318,-0.05327136039034317,-0.049156114659079514,-0.03987261114144502,-0.04915611465907957,-0.03441839892595505,-0.028011705113493227,-0.04472533531206531,-0.02801170511349322,-0.06081081081081082,-0.04915611465907971,-0.049156114659079736,0.08422922903550421,-0.2447738341037304
Manufacturer_Mercury,-0.03967264919792338,-0.08258641084457491,-0.09417199419848594,0.0204107025807495,-0.08162440602191842,0.06881924045083772,0.07872743691701346,0.10780490086972598,0.02929680943478403,-0.006026328022837484,-0.005032884475736964,-0.08506481894130345,-0.02782194056332859,-0.02782194056332858,-0.032230825718201565,-0.03615350102147961,-0.049156114659079306,-0.043061637634460734,-0.05471508348767475,-0.054715083487674745,-0.03615350102147964,-0.027821940563328533,-0.015959704735425937,-0.015959704735425937,-0.027821940563328526,-0.0397350993377482,-0.02782194056332852,-0.04915611465907939,1.0,-0.04306163763446063,-0.0430616376344606,-0.039735099337748256,-0.03223082571820152,-0.03973509933774827,-0.027821940563328484,-0.022643121675174398,-0.03615350102147968,-0.022643121675174384,-0.04915611465907961,-0.03973509933774828,-0.03973509933774828,-0.032758491215501846,0.028092963735330916
Manufacturer_Mitsubishi,-0.09445286429824083,-0.08304436011945085,-0.0800470679121317,-0.05534826713791129,-0.08306729920811759,-0.12657335922063712,-0.13729565483420034,-0.08339969057272255,-0.047365652457197545,0.01921724260610692,-0.049799462969707595,-0.08377613098043125,-0.030151134457776695,-0.03015113445777669,-0.03492912213303902,-0.03918019549846893,-0.05327136039034311,-0.0466666666666665,-0.05929571430685251,-0.05929571430685251,-0.03918019549846883,-0.030151134457776566,-0.017295817388759065,-0.017295817388759065,-0.03015113445777656,-0.04306163763446062,-0.030151134457776542,-0.05327136039034318,-0.04306163763446063,1.0,-0.04666666666666658,-0.043061637634460616,-0.03492912213303897,-0.0430616376344606,-0.03015113445777645,-0.024538755828982264,-0.03918019549846895,-0.024538755828982246,-0.05327136039034321,-0.04306163763446058,-0.04306163763446058,-0.012082260403600432,-0.10607829113805567
Manufacturer_Nissan,0.022424075584599447,-0.06957981765212384,-0.07704939187050669,-0.030052688206460343,-0.06718974082598136,-0.008181853831271138,-0.07316816918269077,-0.01972069947024893,0.011068621219056192,0.014338658641008927,-0.08110198255066657,-0.07034236741612189,-0.030151134457776663,-0.030151134457776653,-0.034929122133038955,-0.03918019549846899,-0.05327136039034312,-0.04666666666666651,-0.05929571430685236,-0.05929571430685235,-0.039180195498468885,-0.030151134457776535,-0.017295817388759033,-0.017295817388759033,-0.03015113445777652,-0.04306163763446057,-0.030151134457776504,-0.05327136039034317,-0.0430616376344606,-0.04666666666666658,1.0,-0.04306163763446066,-0.03492912213303895,-0.04306163763446065,-0.03015113445777648,-0.024538755828982253,-0.039180195498468975,-0.02453875582898224,-0.053271360390343206,-0.04306163763446063,-0.04306163763446062,-0.15259447398621262,0.11554284099305587
Manufacturer_Oldsmobile,-0.07374502490353164,-0.019661075799825987,-0.02441323035160855,0.08168208685137666,0.017767302769499744,0.08638347649844652,0.004760440054485732,0.09837567218274085,0.06598350224280757,0.013230988340643296,-0.03227610696396546,0.009585879440640207,-0.027821940563328606,-0.027821940563328606,-0.032230825718201524,-0.036153501021479635,-0.04915611465907943,-0.04306163763446071,-0.054715083487674794,-0.054715083487674794,-0.036153501021479684,-0.027821940563328557,-0.015959704735425916,-0.015959704735425916,-0.02782194056332855,-0.03973509933774823,-0.027821940563328543,-0.049156114659079514,-0.039735099337748256,-0.043061637634460616,-0.04306163763446066,1.0,-0.03223082571820154,-0.0397350993377483,-0.027821940563328505,-0.022643121675174415,-0.03615350102147969,-0.0226431216751744,-0.049156114659079646,-0.039735099337748304,-0.039735099337748304,-0.0327584912155019,-0.07424718078804508
Manufacturer_Plymouth,-0.09868522036724717,-0.10124891277798982,-0.054398988336234966,-0.09526860907081104,-0.057222621771613955,0.053995656166384305,0.16585537629119568,-0.11451522934895747,-0.10750011766574652,-0.12026636238696309,0.06083642958462999,-0.0581379977637492,-0.022567556955543334,-0.022567556955543328,-0.026143790849673235,-0.02932563929490768,-0.039872611141445004,-0.03492912213303897,-0.04438172672121036,-0.04438172672121035,-0.02932563929490768,-0.022567556955543272,-0.012945593956343633,-0.012945593956343633,-0.02256755695554327,-0.032230825718201496,-0.022567556955543265,-0.03987261114144502,-0.03223082571820152,-0.03492912213303897,-0.03492912213303895,-0.03223082571820154,1.0,-0.03223082571820153,-0.022567556955543223,-0.018366797128785927,-0.029325639294907724,-0.01836679712878592,-0.03987261114144502,-0.032230825718201496,-0.03223082571820149,0.004102998951338583,-0.13714057259923582
Manufacturer_Pontiac,0.036853063632830474,-0.07130299491749342,-0.06267596121739338,0.07827812105856409,-0.0012247434963763443,0.0463009891077496,0.04223705179816658,0.09659176405277081,0.007662450881817282,-0.001649665212955472,0.05393939231605075,-0.014083636832252878,-0.02782194056332862,-0.02782194056332862,-0.03223082571820151,-0.03615350102147966,-0.049156114659079486,-0.04306163763446071,-0.05471508348767481,-0.05471508348767481,-0.036153501021479705,-0.027821940563328557,-0.01595970473542591,-0.01595970473542591,-0.02782194056332855,-0.03973509933774824,-0.02782194056332855,-0.04915611465907957,-0.03973509933774827,-0.0430616376344606,-0.04306163763446065,-0.0397350993377483,-0.03223082571820153,1.0,-0.027821940563328526,-0.022643121675174425,-0.0361535010214797,-0.022643121675174408,-0.04915611465907964,-0.039735099337748325,-0.03973509933774833,0.042875084090877556,0.09968371523468848
Manufacturer_Porsche,-0.11419175798305106,0.5122450658780568,0.3521602041393397,0.016674685581953133,0.23141340824997875,-0.2608460475568432,-0.06088717642875749,-0.14988387580463503,-0.09462719731092997,-0.034864306086511046,-0.06251185755115109,0.26239603736004,-0.0194805194805196,-0.019480519480519598,-0.022567556955543206,-0.025314157340492104,-0.034418398925954996,-0.030151134457776525,-0.0383107083179098,-0.038310708317909795,-0.025314157340492135,-0.019480519480519563,-0.011174753906691861,-0.011174753906691861,-0.019480519480519556,-0.02782194056332847,-0.019480519480519556,-0.03441839892595505,-0.027821940563328484,-0.03015113445777645,-0.03015113445777648,-0.027821940563328505,-0.022567556955543223,-0.027821940563328526,1.0,-0.01585438556627546,-0.025314157340492114,-0.01585438556627545,-0.034418398925955086,-0.027821940563328536,-0.027821940563328543,0.08297804542942092,-0.2535944242231934
Manufacturer_Saab,-0.0798858411386433,3.225261397235118e-17,0.01860392269142769,-0.10475430399946838,-0.01693190274872017,-0.04521823421129987,-0.07315767427029328,-0.014228536701448287,-0.0450392910285613,-0.0074245938036940256,-0.022071120879017664,-0.010034404130210029,-0.01585438556627552,-0.015854385566275518,-0.018366797128785913,-0.020602141085758204,-0.028011705113493227,-0.024538755828982267,-0.031179494037448515,-0.031179494037448508,-0.0206021410857582,-0.01585438556627548,-0.009094667994973358,-0.009094667994973358,-0.015854385566275477,-0.02264312167517439,-0.015854385566275473,-0.028011705113493227,-0.022643121675174398,-0.024538755828982264,-0.024538755828982253,-0.022643121675174415,-0.018366797128785927,-0.022643121675174425,-0.01585438556627546,1.0,-0.02060214108575821,-0.01290322580645167,-0.028011705113493254,-0.022643121675174405,-0.022643121675174394,0.06753238418972977,-0.0857418040995232
Manufacturer_Saturn,-0.05468321397363338,-0.08712790798621309,-0.17002506215824723,-0.19141534326581933,-0.22713887131905366,-0.08350808061723239,-0.20079856880994967,-0.061394664775745976,-0.2214741472367838,-0.26034163156193335,0.30509657036956206,-0.21900124966177065,-0.025314157340492152,-0.02531415734049216,-0.029325639294907682,-0.032894736842105345,-0.044725335312065205,-0.03918019549846903,-0.04978323597351053,-0.04978323597351053,-0.03289473684210529,-0.025314157340492166,-0.01452114656994418,-0.01452114656994418,-0.025314157340492166,-0.036153501021479656,-0.025314157340492163,-0.04472533531206531,-0.03615350102147968,-0.03918019549846895,-0.039180195498468975,-0.03615350102147969,-0.029325639294907724,-0.0361535010214797,-0.025314157340492114,-0.02060214108575821,1.0,-0.020602141085758214,-0.04472533531206525,-0.03615350102147974,-0.036153501021479746,0.10782665728741936,-0.035550299711421686
Manufacturer_Subaru,-0.02181588214738907,3.2252613972351174e-17,-0.04839044096856957,-0.064019420455768,-0.043988536658418065,-0.09218360386363877,-0.11024987963233297,-0.059538220976453206,-0.02013657784746639,-0.046331767534679914,0.021135903892618577,-0.046104268316168255,-0.015854385566275508,-0.015854385566275504,-0.018366797128785906,-0.020602141085758214,-0.02801170511349322,-0.024538755828982253,-0.031179494037448508,-0.0311794940374485,-0.020602141085758214,-0.01585438556627547,-0.009094667994973356,-0.009094667994973356,-0.01585438556627547,-0.02264312167517437,-0.015854385566275466,-0.02801170511349322,-0.022643121675174384,-0.024538755828982246,-0.02453875582898224,-0.0226431216751744,-0.01836679712878592,-0.022643121675174408,-0.01585438556627545,-0.01290322580645167,-0.020602141085758214,1.0,-0.02801170511349325,-0.02264312167517441,-0.0226431216751744,-0.06176742456377729,0.03347593764805452
Manufacturer_Toyota,0.13340382390882533,-0.03055220441939049,-0.0946431561382693,-0.10809932379218541,-0.11585734108873155,-0.09407886093362888,-0.11570985236770387,-0.10361028204197043,-0.07076762727631428,-0.011786623670127663,0.09104629610057108,-0.11339175895310105,-0.03441839892595512,-0.03441839892595513,-0.039872611141444976,-0.04472533531206523,-0.060810810810810884,-0.05327136039034321,-0.06768778642378188,-0.06768778642378188,-0.0447253353120653,-0.034418398925955156,-0.019743679743474605,-0.019743679743474605,-0.03441839892595515,-0.04915611465907958,-0.03441839892595515,-0.06081081081081082,-0.04915611465907961,-0.05327136039034321,-0.053271360390343206,-0.049156114659079646,-0.03987261114144502,-0.04915611465907964,-0.034418398925955086,-0.028011705113493254,-0.04472533531206525,-0.02801170511349325,1.0,-0.04915611465907966,-0.04915611465907969,-0.16527999659797035,0.14688577617291343
Manufacturer_Volkswagen,-0.05629426382997475,-0.06244961379652705,-0.1378204155202579,-0.22127086870894672,-0.24495600390845304,-0.20365160080052858,-0.18755375178808673,-0.30453272117195573,-0.16195955233645626,-0.17058884967440077,0.12133628007809395,-0.22597256537919616,-0.027821940563328623,-0.027821940563328623,-0.03223082571820147,-0.03615350102147973,-0.04915611465907961,-0.04306163763446069,-0.05471508348767486,-0.054715083487674857,-0.03615350102147977,-0.02782194056332857,-0.015959704735425892,-0.015959704735425892,-0.027821940563328568,-0.039735099337748256,-0.027821940563328557,-0.04915611465907971,-0.03973509933774828,-0.04306163763446058,-0.04306163763446063,-0.039735099337748304,-0.032230825718201496,-0.039735099337748325,-0.027821940563328536,-0.022643121675174405,-0.03615350102147974,-0.02264312167517441,-0.04915611465907966,1.0,-0.039735099337748395,0.11850865939725735,-0.03454518296920203
Manufacturer_Volvo,-0.13336100048781155,5.3862657776824164e-17,0.05158511110061078,-0.15319155285269426,-0.01198690304703949,-0.08565596376274676,-0.09484844905371871,-0.059117931291770544,-0.03058882147243076,-0.00602632802283748,0.03709017037553998,0.0009620399937263297,-0.027821940563328623,-0.027821940563328623,-0.03223082571820146,-0.036153501021479746,-0.049156114659079646,-0.04306163763446068,-0.05471508348767488,-0.05471508348767487,-0.03615350102147979,-0.027821940563328575,-0.015959704735425885,-0.015959704735425885,-0.027821940563328568,-0.039735099337748256,-0.02782194056332856,-0.049156114659079736,-0.03973509933774828,-0.04306163763446058,-0.04306163763446062,-0.039735099337748304,-0.03223082571820149,-0.03973509933774833,-0.027821940563328543,-0.022643121675174394,-0.036153501021479746,-0.0226431216751744,-0.04915611465907969,-0.039735099337748395,1.0,0.1185086593972574,-0.1573387681348174
Vehicle_type_Passenger,-0.23025207113719537,0.07663781712487144,0.04200614143240785,-0.27927173007162726,-0.011909589353875545,-0.383083953798697,-0.24147205595566373,-0.12970073398939752,-0.5194052583879619,-0.5947582835919234,0.5980608378097386,-0.0036724710735029525,0.08297804542942087,0.08297804542942089,0.09612740400278891,0.025247217316078565,0.14660653544387178,0.0581738463877054,-0.17765923948827536,-0.1208517026254255,-0.13991166262660187,0.08297804542942092,0.0475993075163797,0.0475993075163797,-0.23476715292226413,-0.0327584912155018,-0.02293702068780735,0.08422922903550421,-0.032758491215501846,-0.012082260403600432,-0.15259447398621262,-0.0327584912155019,0.004102998951338583,0.042875084090877556,0.08297804542942092,0.06753238418972977,0.10782665728741936,-0.06176742456377729,-0.16527999659797035,0.11850865939725735,0.1185086593972574,1.0,-0.27279617117478655
ln_sales_in_thousands,0.7995125037910767,-0.4793496421079162,-0.578169750361533,-0.12098343441495785,-0.400528216712968,0.2702033465809203,0.03830927508513496,0.20722588403841924,-0.051903578873150044,-0.01954939736151081,0.13500538349526317,-0.4471494445346909,-0.1349308671647153,-0.06830920214800265,0.0875072152829903,-0.07547443646580969,0.09820190983551902,-0.01632275277239003,0.08791247692865081,0.3458692643946321,0.15572773463974518,0.0513591408373083,-0.008833981125622281,-0.03606596755960523,0.1314227759342548,-0.1296080682669392,-0.00989393964407239,-0.2447738341037304,0.028092963735330916,-0.10607829113805567,0.11554284099305587,-0.07424718078804508,-0.13714057259923582,0.09968371523468848,-0.2535944242231934,-0.0857418040995232,-0.035550299711421686,0.03347593764805452,0.14688577617291343,-0.03454518296920203,-0.1573387681348174,-0.27279617117478655,1.0
